금융 분야 AI기술 키운다…'데이터 라이브러리' 구축(종합)
"KT, EBS와 손잡고 ‘AI 꿈나무’ 육성"
"삼성전자, 대학원생 대상 'AI 챌린지'... 신소재 연구·컴퓨터 비전 공모"
"포스코그룹, AI 기술 자문위원회 신설"
"호남대, 광주발달장애인훈련센터 AI교육 자문"
"""초등생도 '코딩' 즐기도록""…KT, EBS와 'SW·AI' 인재 키운다"
"삼성전자, '2022 삼성 AI 챌린지' 개최"
"포스코그룹, AI 기술 자문위원회 신설…기술 공유·토론 진행"
"현대차, R&D 인력 채용…AI가 면접 본다"
"경북교육청, 누구나 가능한 SW-AI교육 기반 마련 확대"
"현대차, R&D 경력 인재 세자릿수 채용…'AI 인터뷰 도입'"
맞춤형 AI 인력 양성과정 77명 수료
"""AI반도체 수요 폭발""…삼성전자, 우수인력 발굴"
"""100만 디지털 인재 양성""...KT, EBS와 AI·SW 교육 협력"
"서울시-KAIST, 기업 AI 인력양성 프로그램 지원"
"KT·NIPA, AI·DX 분야 인재양성 MOU 체결"
KB증권 'AI 상담 콜봇' 서비스 시행…24시간 어디서나 상담 가능
"삼성전자, '2022 삼성 AI 챌린지'...인공지능 기반 '신소재 연구'와 '컴퓨터 ..."
"KT, EBS와 ‘소프트웨어·AI 미래인재’ 키운다"
금융 AI 개발용 공동 데이터 라이브러리 출범
"인공지능 솔루션 전문기업 리빌더AI, 메가플랜과 가상공간 활용 최적 솔루션 ..."
"KB증권, ‘AI 상담 콜봇’ 서비스 오픈"
"""인공지능으로 반·디 연구"" 삼성전자, '2022 삼성 AI 챌린지' 개최"
포스코그룹 'AI 기술 자문위원회' 신설
금융권 AI 도입 확대되나…금융위 '데이터 라이브러리' 추진
"영진전문대 AI융합기계계열, 제어로봇시스템 재학생 전문대 유일 우수 논문상..."
"KT-NIPA, 컨설팅 및 AI·DX 인재양성 업무 협약"
"KT, EBS와 AI·SW 인재 양성 위한 교육 콘텐츠 제작"
"경북교육청, SW-AI교육 환경개선 사업 확대 실시"
"삼성전자, '2022 삼성 AI 챌린지' 개최....AI 우수 인력 발굴과 반도체, 디스..."
거대 금융 정보 저장소 구축...'금융AI 고도화' 첫걸음
"영진전문대, AI융합기계계열 학술대회서 전문대생 유일 우수논문상 수상"
"KT, EBS와 AI 인재 육성 협력"
"KB증권, AI 상담 콜봇 서비스 개시"
"포스코그룹, AI기술 자문위 신설…AI사업분야·인재 발굴 나선다"
"경북교육청, 누구나 가능한 'SW-AI교육' 기반 마련"
"KT, EBS와 함께 AI 인재 육성한다"
"KB증권, AI 음성 상담 서비스 '콜봇' 오픈"
"경북교육청, SW-AI교육 환경개선 사업 확대 추진"
"농정원, 총 상금 1억 원 규모 '스마트농업 AI 경진대회’"
"""신사업·인재 발굴""…포스코그룹, 'AI 기술 자문위원회' 운영"
"동강대, 'AI 산타' 플랫폼 활용 토익 교육 실시"
가명정보 재사용 허용 '금융 AI 데이터 라이브러리' 구축
"포스코그룹, AI기술 자문위원회 신설"
"KT, AI로봇 기반 병원업무 DX 추진"
"KT, EBS와 함께 'SW·AI 인재' 키운다"
"KT-EBS, SW·AI 인재 육성 '한뜻'"
"김소영 ""금융권도 AI 활성화 필요…빅데이터 확보·제도정비 나설 것"""
KAIST가 'AI 반도체' 주도한다
설계대로 잘 짓고 있나…AI가 콕 찾아낸다
"포스코그룹, AI기술 자문위 신설…전문가 20명으로 구성"
"포스코그룹, AI기술 자문위원회 신설…전문가 20여명 참여"
"금융위 ""AI로 불필요한 규제 없애고 소비자 편익 높인다"""
"화성시, 'AI자원회수기기 설치' 시범운영"
"조선대, 화정중서 'AI‧SW 여름방학 아카데미' 진행"
"KT, EBS와 함께 'AI 인재' 육성한다"
"윤선생, AI 영어 말하기 이벤트 '말하톤 대회' 개최"
"포스코그룹, AI와 더 가깝게…AI기술 자문委 신설"
금융AI 활성화 위해 금융·비금융 대규모 컨소시엄 꾸린다
"도로교통공단, AI 기반 교통사고분석시스템 사업 착수"
"서울시, KAIST AI 대학원과 협력…'최고급 AI 개발자 양성 교육' 프로그램 지..."
한밤 충무대교 난간 넘어간 40대 'AI 시스템'이 구조했다
금융권 AI기술 키운다...'데이터 라이브러리' 추진
"KB증권, ""AI가 고객에 전화 걸어 상담진행한다"""
'AI 영재고 괴산군 유치 건의문' 채택
삼성전자 '2022 삼성 AI 챌린지' 개최
"삼성전자, '2022 삼성 AI 챌린지' 개최...대학·대학원생 대상"
"KB증권, 인공지능 기술 적용 ‘AI 상담 콜봇’ 서비스 시행"
"[게시판] 에프앤가이드·리퍼블릭케이·연세대, AI 업무협약"
[주간VC동향] 인공지능(AI) 스타트업 마크비전 260억원 규모 시리즈A 투자 유...
‘AI 돌봄 인형’ 독거 노인 든든한 벗
"삼진제약, 사이클리카와 AI 신약개발 공동연구 계약 체결"
韓国の大学・大学院生を対象に「2022サムスンAIチャレンジ」開催
"KT, EBS와 AI 인재 육성 위해 MOU 체결  "
"KB증권, 'AI 상담 콜봇' 서비스 선봬"
"""美, AI칩 설계·제조 핵심 소프트웨어 中수출금지 추진"""
AI가 시를 쓴다고?...카카오브레인이 개발한 '시인 AI' 첫 작품 나온다
"‘금융 데이터 도서관’ 만든다… 금융위, ‘금융 AI 혁신’ 박차"
"화성시, AI 자원회수기기로 재활용률 높인다"
"삼진제약, 신약개발 속도…AI 개발 플랫폼과 협업"
"KT, NIPA와 ICT 벤처 육성 및 AI·디지털전환 인재 양성 공동 추진"
"""치매예방""…SK케미칼, 36개 기관에 AI기반 인지개선 프로그램 보급"
"금융권, 빅테크 진출 위해 AI 활용 활성화 나선다"
"KT, EBS와 공교육 내 SW·AI 학습환경 개선 나서"
"SK㈜ C&C 'AI 뇌출혈 영상의료 솔루션', 울릉도 환자 돕는다"
"리퍼블릭케이·에프앤가이드·연세대, 'AI로 금융시장 연구' 협약"
"리빌더AI, 가상공간 구축위해 메가플랜과 MOU 체결"
SK케미칼 '치매예방 AI서비스' 노인센터에 지원
"`금융 AI 데이터 라이브러리` 구축된다…""가명정보 재사용 허용"""
"KT, EBS와 SW·AI 학습환경 제공 위한 MOU 체결"
"KB증권, AI 상담 콜봇 서비스 오픈"
"인공지능으로 미래가치 높인다…포스코그룹, AI 기술 자문위원회 신설"
"KB증권, 시간·장소 제약없이 'AI 상담' 받는다"
"DL이앤씨, AI·360도 카메라 기반 현장관리 솔루션 '디비전' 도입"
"SK C&C, 울릉군보건의료원에 'AI 뇌출혈 영상 의료 솔루션' 공급"
"KT, EBS와 AI 인재 키운다…100만 디지털 인재 양성 기여"
자율주행 시스템용 AI 스타트업 '퍼셉티브 오토마타' 좌초
시드투자…의료 AI 로봇 '코넥티브'·푸드헬스 '마음영양'
"경북교육청, 누구나 가능한 SW-AI교육 기반 마련"
"괴산군의회 ""AI 영재고 유치 생존 문제""…건의문 채택"
"포스코그룹, AI 기술 자문위원회 신설… '학계위원회' 킥오프 미팅"
"AI 신약개발, ‘빨리빨리’ 안되는 이유 있다…“정확도⋅상업성에 초점 맞춰..."
"KB증권, 고객 편의 증대 위한 'AI 상담 콜봇' 서비스 오픈"
"KT, S/W·AI 인재 육성 위해 EBS와 맞손"
"포스코, AI기술 자문위원회 신설… 트렌드 공유·미래사업 조언"
"KAIST, AI 반도체 생태계 선도...관련 세계 학회 종횡무진"
"SK㈜ C&C, 울릉군보건의료원에 AI 뇌출혈 판독 솔루션 공급"
"""충무대교 배회하면 수상해""…통영시 AI로 자살시도자 구조"
AI가 설명도 한다고?
"울산대, 맞춤형 AI 인력양성과정 수료식"
"[AI 주간 브리핑] 신기방기 AI모델들, 인기몰이 중     "
"AI·우주 분야 등 전문가 한 곳에?···대전시, '월드포럼' 개최"
충북 4개 시·군 AI영재고 유치전 후끈…의회도 가세
"포스코그룹, AI기술 자문위원회 신설로 ""체계 구축"""
"김소영 부위원장 ""빅데이터·AI 활용 지원…금융규제 혁신"""
금융위 부위원장 “금융권 빅데이터·AI 활용 위해 규제 혁신”
"포스코그룹, 전문가 20여명 참여한 AI 기술 자문위원회 신설"
"파수, 비식별 솔루션에 AI 기술 탑재…“분류 정확도 강화”"
"SK케미칼, 치매 해결 위한 AI기반 인지개선 프로그램 보급 시작"
"현대차 연구개발본부, 대규모 경력R&D 인재 모집!... AI 활용 화상 인터뷰 적..."
"괴산군의회 ""괴산에 'AI 영재고' 유치해야"" 결의문 채택"
"포스코그룹, AI 기술 자문위원회 신설...AI분야 학계, 산업계 전문가 20명으로..."
스타트업 손잡은 교육업계…AI 기술 도입 에듀테크 강화
[농정춘추] 단순농작업 혁신 위한 AI 로봇 개발과 보급 필요성
"이글루, KISA 사이버보안 AI 데이터셋 구축 사업 수주"
"삼성전자, AI 인재 발굴·연구 위한 경연장 '삼성 AI 챌린지' 개최"
'가명정보 재사용' AI 데이터 라이브러리 구축
"금융당국, AI데이터 라이브러리 구축 추진"
"카카오 AI, '시'도 쓴다"
AI 적극 활용하는 포스코그룹... 스마트 제철소 이어 'AI 기술 자문위' 신설해...
"DL이앤씨, 국내 최초 AI·360도 카메라 기반 현장관리 솔루션 '디비전' 도입"
"금융위 ""빅데이터·AI 활용 지원…금융규제 혁신"""
"전북교육청, AI기반 학생맞춤형 수업 전체 학교로 확산"
떨어지는 글쓰기 능력…AI가 작문 훈련 돕는다
"세종충남대병원, 대화형 메신저 'AI 챗봇' 서비스 오픈"
"[Tech in Trend] 개인정보 침해 우려 줄이는 AI 알고리즘, 연합학습"
인기 애니 '귀멸의 칼날' 속 캐릭터들을 'AI'로 현실세계에 소환하자 보인 실...
"KB證, AI 상담 콜봇 서비스 오픈"
"삼성전자, '2022 삼성 AI 챌린지' 개최...""AI 우수 인력 발굴, 반도체, 디스플..."
한줄? 두줄? 애매한 임테기…AI는 안다 99.9% 확률로
"삼진제약, 캐나다 사이클리카와 AI 신약개발 공동연구 계약"
"포스코그룹, AI 분야 전문가 20명으로 ‘AI 기술 자문위원회’ 신설"
"딥브레인AI, 하나은행 하나원큐에 'AI뱅커' 공급"
"DL이앤씨, AI 360도 카메라 기반 ‘디비전’ 도입"
"건강하고 안전한 생활 공간을 위해 … KT, ㈜세존과 AI/DX기술 기반 방역 산업..."
"3D 모델링 AI 솔루션 전문기업 리빌더AI, 메가플랜과 MOU 체결"
 ‘AI 뇌출혈 영상 의료 솔루션’으로 울릉도 응급환자 돕는다
"KT, EBS와 함께 AI 인재육성 나선다"
"DL이앤씨, 국내 첫 AI·360도 카메라 기반 현장관리 솔루션 도입"
"""AI반도체 집적단지 조성 등 힘 모으자"""
"금융위, 가명정보 재사용하는 'AI 데이터 라이브러리' 구축"
"인포텍코퍼레이션, 세액공제 AI솔루션 출시"
"""언제든 신속 상담 가능""...KB증권, ‘AI 상담 콜봇’ 서비스 오픈"
"포스코, AI 기술 자문위 신설 … 학계·산업계 두 분야로 운영"
"SK케미칼, AI 인지개선 '사운드마인드' 노인보호센터 보급"
"포스코그룹, AI 기술 자문위원회 첫 회의"
"식약처, AI로 위험 수입식품 잡는다"
"에프앤가이드·리퍼블릭케이·연세대, AI 금융투자 연구 나선다"
"더핑크퐁컴퍼니-AI 네트워크, '핑크퐁 아기상어' NFT 전시"
"에듀윌, 인공지능 합격비서 'AI-Pass' 추진…AI 합격진단 예측 서비스 선오픈"
"KB증권, 'AI 상담 콜봇' 서비스 개시"
이제 AI컴퓨터비전과 360도 카메라로 건설현장 관리한다
"‘의사만큼 똑똑한’ 뇌출혈 전문 AI 의사, 이번엔 울릉도로 향한다"
"GS네오텍, AI 기반 보안솔루션 서비스 ‘사이트디펜더’ 출시"
'치매' ESG 나선 SK케미칼… AI 인지개선 프로그램 보급
[단독] n번방 사건 뒤 'AI 탐지' 도입했지만…이름값 '글쎄'
"시(詩) 쓰는 카카오 AI '시아', 첫번째 시집 '시를 쓰는 이유' 출간"
"괴산군의회 ""AI 영재고 유치는 지역 생존 문제""…건의문 채택"
"[포토] KT, EBS와 SW·AI 학습환경 제공 MOU"
한밤중 대교 위 왔다갔다…극단적 선택 직전 AI가 구조했다
"방문요양 스타트업 케어링, 네이버와 손잡고 AI 돌봄 서비스 박차"
"KB증권, 'AI 상담 콜봇' 서비스 오픈…연내 적용범위 확대 [증권오늘]"
"포스코그룹, AI 기술 자문위 신설"
"조선대, ‘AI·SW 여름방학 아카데미’ 성료"
"중기부, 194억 투입 AI로봇 등 154개 기업 지원"
"DGIST 창업기업 ㈜유니바, AI학습용 데이터 구축 지원사업 선정"
"포스코그룹, AI 기술자문위원회 신설"
"삼진제약, 캐나다 AI 기업과 신약개발 공동연구"
"금융위, AI 활용 활성화한다…'금융 AI 데이터 라이브러리' 구축"
"롯데정보통신, '시큐파이 SOC'에 보안 AI 모델 적용"
"화성시, AI자원회수기 새솔동 9군데 설치 운영"
"KT, EBS와 '맞손'…소프트웨어(SW)·인공지능(AI) 학습환경 제공"
"금융위 ""금융권 공유 AI 데이터 라이브러리 구축 지원"""
"에듀윌, 공무원 수험생 대상 AI 합격진단 서비스 오픈"
"KT·EBS, 디지털 인재 양성 '맞손'···""AI 학습환경 제공"""
"SK(주) C&C, 울릉군보건의료원에 'AI 뇌출혈 영상 의료 솔루션' 공급"
[동아광장/이성주]책임감 있는 AI
"'금융 AI 데이터 라이브러리' 구축···""가명정보 재사용 허용"""
"경북교육청, SW-AI교육 환경개선 사업 확대"
"포스코그룹, AI 기술 자문위 신설···각계 전문가 20명 구성"
"KT 대구경북본부, 라마다 문경새재에 AI호텔 서비스 제공"
"화성시 , 재활용 AI자원회수기 설치"
"KB증권, ‘AI 상담 콜봇’ 서비스 오픈... “신속한 상담 가능”"
"SK케미칼, 36개 기관에 AI 기반 인지개선프로그램 보급"
"KT, EBS와 소프트웨어·AI 인재 육성한다"
"금융위, 금융분야 AI 활성화 나선다…""가명정보 재사용 허용"""
"에듀윌, 인공지능 합격비서 'AI-Pass'로 에듀테크 입지 강화"
"AI로 위조상품 꽉 잡는 마크비전, 260억원 투자 유치"
"SK㈜ C&C, 3시간 골든타임 잡는 ‘AI 뇌출혈 솔루션’ 울릉도에 공급"
"딥노이드, AI 기반 흉부 엑스레이 진단 논문 국제학술지 게재"
SK㈜ C&C의 CT분석 AI가 울릉도 응급진료 돕는다
AI가 쓴 시집 나온다
"리빌더AI-메가플랜, 가상공간 구축위해 모델링 전문 기업 '맞손'"
"AI가 내 대출 심사, 어떻게 믿지?"
"금융위 ""금융권 빅데이터 AI 활성화 위해 규제 혁신"""
"이글루코퍼레이션, KISA '보안 AI 데이터셋' 구축 사업 수주"
AI영재고 유치전 괴산군도 가세…군의회 건의문 채택
"멋쟁이사자처럼, 데이터 분석가 양성 'AI 스쿨' 29일까지 모집"
"AI인재가 없는 이유 ""코딩 몇 줄로 답 내는 게 아니라 기본원리 아는 인재 필..."
"DL이앤씨, AI·360도 카메라 기반 현장관리기법 '디비전' 도입"
"KB증권, 'AI 상담 콜봇' 서비스 시행"
"AI 은행원이 대출 심사까지…""금융빅데이터·AI활용 막는 규제 혁신"""
"GS네오텍, AI 기반의 보안솔루션 서비스 ‘사이트디펜더’ 출시"
KAIST “반도체·AI 생태계 선도…논문 수 세계 상위권”
금융 AI 활성화 추진…데이터 라이브러리 만든다
'농산물 가격 예측 AI 경진대회’ 개최
"SK케미칼 ""고령층에 AI 치매예방 프로그램 보급합니다"""
"포스코그룹, AI 기술 자문위원회 신설...""진화하는 AI신기술·전략 방향 조언..."
"KT, AI 식이·인슐린 솔루션 디지털 트윈으로 당뇨 관리"
"2022년 말, AI 보안성 검증체계 위해 'AI 보안 가이드라인' 마련"
"10년째 2400억 비트코인 찾는 영국男…""AI·로봇 사용해 수색"""
"SK C&C, 골든타임 잡는 'AI 기반 뇌출혈 솔루션' 울릉도 공급"
"KT-강동경희대병원, AI 로봇 의료서비스 개발 협약 맺어"
1만3000여편 읽으며 작법 익혀…시 쓰는 카카오 AI
AI 학습속도 4.5배↑…스마트폰 과부하 막는다
"의료 AI 로봇기업 ‘코넥티브’, 시드 투자 유치"
"KB국민銀, AI기술 적용 기업여신 자동심사 시스템 구축"
한밤중 대교 위 서성여…극단적 선택 직전 AI가 구조
"'큰 글씨에 AI 자막'… 저축은행, 금융 취약층 맞춤 디지털 서비스"
"aT, '농산물 가격 예측모형 개발' AI 경진대회 연다"
"포스코그룹, AI 기술 자문위원회 신설…AI분야 학계 등 20명 구성"
"금융위, 금융분야 AI 활성화 나선다…""규제 적극 해소"""
"카카오브레인, '시 쓰는 AI' 내놨다…시집도 출간"
"시, 그림, 작곡까지 ‘뚝딱’…“AI, 넌 못하는 게 뭐니?”"
"SK C&C, 울릉군보건의료원에 AI 뇌출혈 판독 솔루션 공급"
KB증권 'AI 상담 콜봇' 서비스…담보부족 등 자동 안내
"포스코, AI기술 자문위원회 신설...첫 회의 개최"
"루이비통도 고객…AI로 위조상품 막는 마크비전, 260억 투자 유치"
"""AI가 유전도 뚫는다…전환기 에너지기업은 변신중"" [실리콘밸리 인사이드]"
"딥노이드, AI 솔루션 활용한 폐질환 탐지 유용성 입증"
[#IT라운지] 통신 4사 '업무협약'·SK C&C 'AI의료솔루션' 제공
스마트폰 위 ‘AI 연합학습 속도’ 4.5배 늘리는 기법 개발
"루닛, 임상시험서 AI 치료 효과 확인에 주가 급등"
"포스코그룹, AI사업분야ㆍ인재 발굴 나선다"
"팜캐드, '바이오플러스·인터펙스'서 AI 약물개발 성과 등 발표"
SK C&C 'AI 뇌출혈 영상 진단'…울릉도 응급환자 돕는다
"한국농수산식품유통공사, '농산물 가격 예측 AI 경진대회' 개최"
"롯데정보통신, 보안 AI로 지능형 위협 차단"
"기보, 신입 공채…표절 여부 AI로 거른다"
"투디지트, AI 기반 뉴스 추천·분석 정보 제공 서비스 '뉴스샐러드' 개발"
"정부, 가명정보 재사용 허용 ‘금융 AI 데이터 라이브러리’ 구축한다"
"통영시, AI 딥러닝 기술로 ‘극단적 선택’ 막았다"
"AI가 개발하는 신약, 어디까지 왔나…""수요 맞춰 다양한 방식 분화"""
"KT, EBS와 함께 AI 인재 육성...""소프트웨어·인공지능 학습환경 제공을 위한..."
"오산시, AI로 CCTV 관제…범죄 예방 효과 기대"
"포스코그룹, AI 기술 자문위원회 신설…AI분야 산·학 전문가 20명 구성"
"삼진제약, 캐나다 사이클리카와 AI 신약개발 공동연구 계약 체결"
"금융권 ""금융 AI 활성화, 소비자 편익 제고 기대"""
"허송연 아나, 은행원 됐다?…""AI휴먼 모델 계약후 AI뱅커로 활약"""
"화성시, AI 자원회수기기 9개소 시범운영"
"세종충남대병원, AI 챗봇 서비스 오픈"
금융권 AI 빅데이터 적극 활용 돕는다
"식약처, AI 활용한 '위험예측 기반 검사·관리 시스템' 구축 추진"
"SK㈜ C&C, ‘AI 뇌출혈 영상 의료 솔루션’으로 울릉도 응급환자 돕는다"
"KB증권, ‘AI 상담 콜봇’ 서비스 개시···담보부족·해외주식 배당옵션 등..."
"금융위, 디지털 금융혁신…빅데이터-AI 활용 활성화한다"
‘AI 반도체’ 기술패권 전쟁시대…KAIST ‘초격차기술’ 확보 나선다
반도체·AI·빅데이터 등 석박사 증원 쉬워져···개정안 국무회의 통과
"메타AI, 최신 AI 챗봇 '블렌더봇3' 소개"
"에프앤가이드·리퍼블릭케이·연세대, 'AI 활용한 금융 시장 연구' MOU 체결"
조선대 지역사회 중학생 AI·SW교실 임무 완수
"김소영 부위원장 ""금융규제 혁신해 빅데이터·AI 활성화해야"""
"포스코그룹, 'AI기술 자문위원회' 신설...인공지능 분야 학계, 산업계 전문가..."
KB증권 'AI 상담 콜봇' 서비스 오픈
"롯데정보통신, 보안 AI 모델로 지능형 위협 차단"
"KT, EBS와 함께 AI 인재 육성 협력"
"DL이앤씨, AI·360도 카메라 활용 현장관리 솔루션 '디비전' 도입"
